Year,StateAbbreviation,StateFIPS,CongressionalDistrict,Population,YoungWhiteMale,OldWhiteMale,YoungWhiteFemale,OldWhiteFemale,YoungNonWhiteMale,OldNonWhiteMale,YoungNonWhiteFemale,OldNonWhiteFemale
2012,"CA",6,30,729053,135648,106648,133154,116176,82229,31886,83123,40189
2012,"CA",6,31,724413,145422,71206,138494,82280,104686,36482,102114,43729
2012,"CA",6,32,718635,116520,64146,113025,75743,120998,50880,112889,64434
2012,"CA",6,33,701029,139180,123169,140027,133060,53239,23595,60502,28257
2012,"CA",6,34,708100,82548,42351,71554,44094,165891,72673,150460,78529
2012,"CA",6,35,718067,140969,61635,137376,70245,113801,40863,109740,43438
2012,"CA",6,36,714975,112269,120275,104606,125699,98621,30222,91199,32084
2012,"CA",6,37,716299,91724,47521,87883,53785,140667,65345,139856,89518
2012,"CA",6,38,715745,128613,69000,117875,85307,98152,52996,102867,60935
2012,"CA",6,39,718996,114370,78720,109274,88046,104894,56897,101761,65034
2012,"CA",6,40,694514,132226,51723,130926,58770,119430,37283,120135,44021
2012,"CA",6,41,726487,147656,70098,137673,76475,106115,36115,113812,38543
2012,"CA",6,42,745833,174990,90905,165485,101448,73428,29644,76091,33842
2012,"CA",6,43,697985,83052,45953,78652,47852,146494,65461,148587,81934
2012,"CA",6,44,714989,101826,45975,101834,48635,149242,51644,153931,61902
2012,"CA",6,45,724219,132212,98388,123974,111414,87807,38270,90904,41250
2012,"CA",6,46,717993,153618,64089,145188,69548,106725,34462,104945,39418
2012,"CA",6,47,722624,118705,82858,117564,85963,106319,46747,107688,56780
2012,"CA",6,48,717809,133947,112086,128288,119869,74950,34725,70987,42957
2012,"CA",6,49,714647,167528,110622,148200,122785,61056,22017,58436,24003
2012,"CA",6,50,721337,166218,115934,171074,127939,50447,18127,50618,20980
2012,"CA",6,51,738513,169919,75299,151728,84156,96906,34881,84748,40876
2012,"CA",6,52,704272,148747,100876,132063,107171,75520,28241,80493,31161
2012,"CA",6,53,725892,156959,86906,141635,91457,89726,34252,84085,40872
2012,"CO",8,1,750153,192749,99656,180001,109495,58731,23413,61117,24991
2012,"CO",8,2,743592,199141,137183,189949,146086,25656,8890,28022,8665
2012,"CO",8,3,720338,178495,138178,166863,146748,34204,12895,30285,12670
2012,"CO",8,4,738491,204280,125543,191658,133531,34043,9819,30831,8786
2012,"CO",8,5,740514,191779,118410,174472,130269,50390,15558,42850,16786
2012,"CO",8,6,748467,174696,105759,169998,119802,68548,21567,64054,24043
2012,"CO",8,7,746027,204040,121077,192506,134309,35005,11665,33861,13564
2012,"CT",9,1,723908,136536,119515,130349,139995,69491,26210,68231,33581
2012,"CT",9,2,709756,168213,140723,160792,154175,33493,11935,29883,10542
2012,"CT",9,3,712314,137775,120973,137263,139438,60625,21790,65918,28532
2012,"CT",9,4,728616,145050,115938,142288,135150,69434,24097,68217,28442
2012,"CT",9,5,715753,147187,132490,151897,149225,52224,16107,48153,18470
2012,"DE",10,0,917092,167736,143510,167190,160858,94314,39131,95309,49044
2012,"DC",11,98,632323,86992,36565,92066,35034,114176,61303,124032,82155
2012,"FL",12,1,721000,158456,123119,143619,132177,59065,21677,55208,27679
2012,"FL",12,2,707654,141966,104619,130477,111445,78875,30814,77063,32395
2012,"FL",12,3,702872,157744,118871,146900,130984,55203,19897,51840,21433
2012,"FL",12,4,706401,156418,114318,150428,126840,57432,19666,56391,24908
2012,"FL",12,5,710781,81271,56039,76239,62530,144339,60379,153476,76508
2012,"FL",12,6,711266,133606,155283,129934,174024,37584,17194,42368,21273
2012,"FL",12,7,720817,173352,117475,164576,135506,46223,16816,46659,20210
2012,"FL",12,8,703604,133661,154722,126616,173974,35928,19027,37556,22120
2012,"FL",12,9,734323,182095,94378,170015,106895,64089,26771,60446,29634
2012,"FL",12,10,721521,139677,126068,152964,138625,59854,24631,53665,26037
2012,"FL",12,11,705020,114778,181820,113968,203490,31421,14365,29210,15968
2012,"FL",12,12,695511,143500,152765,145925,173699,27910,10119,27771,13822
2012,"FL",12,13,701546,135014,157560,132982,185514,32067,13034,31393,13982
2012,"FL",12,14,739489,148599,90253,133145,100630,91854,35449,95815,43744
2012,"FL",12,15,702728,150679,113162,154906,125307,54055,20138,58720,25761
2012,"FL",12,16,714190,128485,174801,125413,202694,26218,12516,29040,15023
2012,"FL",12,17,711198,140041,159141,133103,174876,37290,16431,32787,17529
2012,"FL",12,18,710837,130864,148642,124627,171688,44391,20658,47286,22681
2012,"FL",12,19,722151,131572,173318,125881,191047,34977,13581,37158,14617
2012,"FL",12,20,730502,81313,65340,65610,72545,143711,65736,157804,78443
2012,"FL",12,21,717852,133296,139436,133351,164486,52343,20066,49624,25250
2012,"FL",12,22,702250,139685,147815,127400,156628,43188,18938,46087,22509
2012,"FL",12,23,729345,142160,126569,142668,141493,61402,22922,61737,30394
2012,"FL",12,24,725188,88004,52557,82671,58281,141677,63732,155883,82383
2012,"FL",12,25,716312,183697,118135,180659,143274,31466,13646,27877,17558
2012,"FL",12,26,726532,174978,126437,170447,146652,37004,17271,31339,22404
2012,"FL",12,27,726678,179728,132473,171485,151448,29795,16411,29430,15908
2012,"GA",13,1,714669,138611,87529,131220,96552,90513,35232,91923,43089
2012,"GA",13,2,693841,86318,65188,74378,74026,130066,56989,135147,71729
2012,"GA",13,3,704557,140016,102066,143729,114526,68566,28952,72415,34287
2012,"GA",13,4,714225,61528,47231,57190,57483,163477,63080,179874,84362
2012,"GA",13,5,731123,87485,38739,73189,37738,167088,65813,174816,86255
2012,"GA",13,6,716576,150972,103480,142710,115153,76974,23148,77249,26890
2012,"GA",13,7,716539,122578,78257,125824,84932,118183,37539,110679,38547
2012,"GA",13,8,705710,132290,91963,126338,101957,89216,34703,88061,41182
2012,"GA",13,9,705834,170534,130124,165900,144201,34765,14121,32987,13202
2012,"GA",13,10,708026,147384,95818,146223,103448,69967,30733,77478,36975
2012,"GA",13,11,708052,161501,101860,160348,109968,68882,17933,65921,21639
2012,"GA",13,12,701142,126688,82592,119465,91121,100330,39132,94597,47217
2012,"GA",13,13,707070,70578,53215,66598,58991,153665,55891,169503,78629
2012,"GA",13,14,692581,179211,113123,176148,126611,36718,12498,34554,13718
2012,"HI",15,1,692981,46437,28170,31403,23092,166520,108326,158111,130922
2012,"HI",15,2,699332,60644,55500,48511,53495,151831,83768,151025,94558
2012,"ID",16,1,801178,226208,145703,215126,156254,22545,7565,20181,7596
2012,"ID",16,2,794550,223246,132614,219022,140198,33477,7354,30005,8634
2012,"IL",17,1,709052,79734,59945,79889,68114,126611,66128,132878,95753
2012,"IL",17,2,709903,74218,58546,68881,67197,131573,67376,148135,93977
2012,"IL",17,3,704438,156163,113011,151806,123719,57502,20059,58972,23206
2012,"IL",17,4,712964,154017,66770,148093,70431,111388,31104,96450,34711
2012,"IL",17,5,718231,177547,101202,186176,115396,51004,18800,48091,20015
2012,"IL",17,6,725312,167630,135684,164249,152850,35904,14137,35630,19228
2012,"IL",17,7,736759,80557,38880,78269,43571,163936,67818,173007,90721
2012,"IL",17,8,726418,150761,99902,144302,110444,84884,27860,81646,26619
2012,"IL",17,9,719112,146474,109023,138761,130287,63460,32339,63481,35287
2012,"IL",17,10,709209,168745,108776,153713,123457,52129,22279,55628,24482
2012,"IL",17,11,722173,148334,90010,139366,101690,93693,27758,91151,30171
2012,"IL",17,12,707195,158917,120575,147837,133233,51731,19654,50190,25058
2012,"IL",17,13,710784,168852,117312,162709,135873,49661,14615,47207,14555
2012,"IL",17,14,721774,191327,125024,186749,130260,31865,10494,34089,11966
2012,"IL",17,15,712171,181984,142154,176886,158506,22290,7608,16140,6603
2012,"IL",17,16,706170,177612,137543,171489,151077,25631,7029,29249,6540
2012,"IL",17,17,703477,154958,130176,148346,147419,47134,14295,44268,16881
2012,"IL",17,18,720113,178099,140799,177011,159320,28200,7443,22958,6283
2012,"IN",18,1,721586,140832,109038,133642,121625,73169,29594,75593,38093
2012,"IN",18,2,718237,180424,127384,175333,141693,36419,11837,33762,11385
2012,"IN",18,3,725862,188558,126371,183269,140914,32754,10042,33134,10820
2012,"IN",18,4,730336,202798,130186,190018,145393,26414,6222,23756,5549
2012,"IN",18,5,734074,183642,121335,181464,138010,39199,13401,39798,17225
2012,"IN",18,6,720934,188545,141277,185928,156764,18372,5435,18631,5982
2012,"IN",18,7,735936,130224,82355,133503,93678,106949,35621,109555,44051
2012,"IN",18,8,722056,189673,141494,180050,156888,21053,7044,18811,7043
2012,"IN",18,9,728313,200587,131095,191884,147129,21649,6153,22717,7099
2012,"IA",19,1,766320,198141,150559,193464,165074,24501,6059,23421,5101
2012,"IA",19,2,769399,200537,146761,194161,161391,26729,8087,25206,6527
2012,"IA",19,3,779001,207248,134292,204917,151709,33595,7928,30095,9217
2012,"IA",19,4,759466,197263,153960,187155,171315,24129,4318,16706,4620
2012,"KS",20,1,725222,198167,125764,181112,138302,33527,11160,28300,8890
2012,"KS",20,2,712841,181843,127597,174333,142787,33195,10556,29800,12730
2012,"KS",20,3,731176,181254,112286,177514,127801,47821,16925,48855,18720
2012,"KS",20,4,716666,176825,119265,172900,131134,43896,14536,41428,16682
2012,"KY",21,1,725929,184973,137555,174143,155262,26553,9924,24985,12534
2012,"KY",21,2,733449,188382,131875,187389,148472,28536,9174,28443,11178
2012,"KY",21,3,732786,150505,109722,144117,129157,66847,26692,71242,34504
2012,"KY",21,4,735547,201638,135527,196986,147534,20963,7124,20171,5604
2012,"KY",21,5,716945,199673,143793,190356,158565,9875,4434,7009,3240
2012,"KY",21,6,735759,188027,118196,186099,136671,41241,13710,36300,15515
2012,"LA",22,1,766284,169004,128248,166591,145142,53757,20131,58471,24940
2012,"LA",22,2,771285,72962,53494,65718,56135,163136,79577,177738,102525
2012,"LA",22,3,762579,160150,105453,156135,118617,74664,32236,77215,38109
2012,"LA",22,4,763545,136524,97865,126336,106950,98544,43435,101284,52607
2012,"LA",22,5,758851,132786,99325,131026,108601,98989,43098,94193,50833
2012,"LA",22,6,779349,168499,106795,159453,119697,81264,28952,80947,33742
2012,"ME",23,1,666642,161709,144639,160443,164888,13186,4440,13047,4290
2012,"ME",23,2,662550,162003,149703,158373,162570,11385,3649,11099,3768
2012,"MD",24,1,728148,154192,140573,151867,156948,43637,20176,39713,21042
2012,"MD",24,2,732150,116013,86604,115727,101438,104536,39991,116165,51676
2012,"MD",24,3,724325,129395,100094,127878,115816,86750,33350,88965,42077
2012,"MD",24,4,733160,69071,47414,63386,51770,159934,74402,168287,98896
2012,"MD",24,5,736564,113792,85870,104504,87597,109737,53114,114065,67885
2012,"MD",24,6,743616,149277,109851,143955,124366,78048,30166,73899,34054
2012,"MD",24,7,738549,70817,57775,67918,63437,144449,76517,152930,104706
2012,"MD",24,8,748051,136813,113729,131559,128244,79681,33523,83056,41446
2012,"MA",25,1,723665,154938,135038,155037,157673,43089,14629,44848,18413
2012,"MA",25,2,745433,179548,129835,177715,148489,40675,13240,42410,13521
2012,"MA",25,3,735424,152577,128305,148708,140340,63359,19943,60108,22084
2012,"MA",25,4,733708,172871,135542,180449,154910,31270,10262,36444,11960
2012,"MA",25,5,743098,162016,121454,160931,147403,55234,17373,57438,21249
2012,"MA",25,6,745067,162626,148928,158944,171517,40964,11601,38064,12423
2012,"MA",25,7,745166,131929,58856,129935,65254,123610,47675,129172,58735
2012,"MA",25,8,743817,158148,122290,159055,147331,55257,21137,55949,24650
2012,"MA",25,9,730766,164394,157338,158427,185145,24451,9351,22656,9004
2012,"MI",26,1,705862,161427,166841,148209,175603,24224,7994,13777,7787
2012,"MI",26,2,709805,182409,124959,175104,136101,34292,11703,32697,12540
2012,"MI",26,3,715155,176525,120173,176046,133954,40925,13011,40167,14354
2012,"MI",26,4,703135,183560,145727,175794,157159,16244,5669,13660,5322
2012,"MI",26,5,697597,145551,118485,141798,135529,49061,23566,54074,29533
2012,"MI",26,6,708661,168860,128125,163817,142419,38462,13844,37296,15838
2012,"MI",26,7,702643,175723,142323,171758,155372,23291,9562,17155,7459
2012,"MI",26,8,708716,177083,125782,170735,139576,34437,10630,37536,12937
2012,"MI",26,9,712307,154708,130304,145054,151188,46393,15720,48179,20761
2012,"MI",26,10,702490,176569,144727,173477,156441,18752,6296,18579,7649
2012,"MI",26,11,716311,163801,128654,159099,145007,42151,17151,42323,18125
2012,"MI",26,12,707109,166138,108997,161467,127165,52168,15797,55726,19651
2012,"MI",26,13,695949,76904,53744,73564,58520,136277,69665,140502,86773
2012,"MI",26,14,697620,59526,59242,60865,62738,137375,69902,148723,99249
2012,"MN",27,1,667630,175324,128952,171767,140468,22764,3441,20150,4764
2012,"MN",27,2,673690,169117,116932,168761,128215,37451,8365,35756,9093
2012,"MN",27,3,677779,148884,124595,146470,141095,45923,11850,46411,12551
2012,"MN",27,4,678318,137801,107089,135221,123917,70802,15896,70411,17181
2012,"MN",27,5,683365,146534,89630,139034,102023,81106,20899,82506,21633
2012,"MN",27,6,676155,194674,117891,188128,121976,24518,5402,18757,4809
2012,"MN",27,7,660525,165077,141178,156785,150046,18717,5032,18479,5211
2012,"MN",27,8,661677,164271,147906,153372,153561,17502,5218,14584,5263
2012,"MS",28,1,750432,148633,106382,146339,120991,76760,28337,83973,39017
2012,"MS",28,2,726870,61788,55749,58049,63387,159931,68168,171052,88746
2012,"MS",28,3,752313,131988,93801,125069,109358,99138,41344,98050,53565
2012,"MS",28,4,755311,159703,113067,152655,121777,70911,26372,78498,32328
2012,"MO",29,1,739775,95478,66115,88888,74805,130500,57783,146013,80193
2012,"MO",29,2,758082,176890,149851,176187,175852,27742,10418,28582,12560
2012,"MO",29,3,754587,203290,144599,198389,156242,21791,5381,18202,6693
2012,"MO",29,4,755257,201708,136233,189802,149975,31322,9842,26624,9751
2012,"MO",29,5,753184,146992,107615,141977,123757,79794,30992,83281,38776
2012,"MO",29,6,755177,197815,140311,193708,153850,27970,8497,23820,9206
2012,"MO",29,7,756482,202392,139280,199845,158066,23481,5912,21455,6051
2012,"MO",29,8,749444,192630,150716,183461,165280,21957,8294,18134,8972
2012,"MT",30,0,1005141,247154,203444,231651,214218,38411,14449,39699,16115
2012,"NE",31,1,620321,171355,108238,164687,118784,23808,5588,21157,6704
2012,"NE",31,2,627439,156990,90540,150947,101612,50280,13265,49016,14789
2012,"NE",31,3,607765,156516,127277,149057,138949,14260,4982,12802,3922
2012,"NV",32,1,671913,126542,89315,109587,85035,94060,36121,92016,39237
2012,"NV",32,2,687019,164536,127238,151855,128146,42503,14964,40891,16886
2012,"NV",32,3,709730,143380,103316,143058,105259,72244,29411,76324,36738
2012,"NV",32,4,690269,133551,94075,122617,94693,90975,29633,88693,36032
2012,"NH",33,1,660114,165627,138330,162691,152563,13701,4741,16408,6053
2012,"NH",33,2,660604,166661,140801,163183,152049,14582,3845,14920,4563
2012,"NJ",34,1,730393,134207,106292,131698,125457,82319,30279,80690,39451
2012,"NJ",34,2,734730,136127,127454,134366,145459,68556,27677,64664,30427
2012,"NJ",34,3,741972,151884,138580,151507,161949,48082,21242,44635,24093
2012,"NJ",34,4,731763,175235,133863,163037,158856,32805,15167,33667,19133
2012,"NJ",34,5,742297,149024,135961,147582,152149,48654,26114,53160,29653
2012,"NJ",34,6,740331,140691,100035,136770,113800,89117,37259,80867,41792
2012,"NJ",34,7,744206,158721,135156,151418,153609,50074,22928,48659,23641
2012,"NJ",34,8,757415,137605,71582,131468,84816,127537,39205,120285,44917
2012,"NJ",34,9,746408,141898,92268,137025,109472,90948,37711,91450,45636
2012,"NJ",34,10,720703,59728,44971,55379,51449,163834,76563,169638,99141
2012,"NJ",34,11,730671,151160,141432,154206,161567,39808,18716,39299,24483
2012,"NJ",34,12,743701,116327,97372,113610,107453,104749,44519,108199,51472
2012,"NM",35,1,693772,130312,104164,125739,118758,80089,27092,77471,30147
2012,"NM",35,2,697941,168923,109527,161800,120424,51088,22024,42252,21903
2012,"NM",35,3,693825,127192,99842,123632,109540,80454,34170,79253,39742
2012,"NY",36,1,723680,184309,140114,162676,152838,31343,11819,27303,13278
2012,"NY",36,2,723128,152630,115301,152897,136684,55994,22160,60097,27365
2012,"NY",36,3,714718,127916,134815,135692,154757,49881,28228,55177,28252
2012,"NY",36,4,724357,128726,113395,120419,132125,77282,32493,75915,44002
2012,"NY",36,5,756219,41215,28798,36174,31626,187644,100549,198941,131272
2012,"NY",36,6,724352,93648,78033,92088,92788,112830,66993,112830,75142
2012,"NY",36,7,751575,137879,51711,126551,57360,129971,55302,126862,65939
2012,"NY",36,8,722663,63607,39701,59523,51160,152595,72023,174763,109291
2012,"NY",36,9,730215,72353,41739,74745,48861,146358,73791,161669,110699
2012,"NY",36,10,723234,160006,95242,159615,106150,64977,31833,68888,36523
2012,"NY",36,11,729998,143553,106151,145250,127075,69144,31131,71853,35841
2012,"NY",36,12,705637,158530,97365,172600,110083,55154,22834,59559,29512
2012,"NY",36,13,757166,64674,35246,59745,38606,177316,77976,190650,112953
2012,"NY",36,14,725501,101660,64252,91487,78272,145447,56170,124052,64161
2012,"NY",36,15,724874,33786,17099,33751,24333,213888,75249,225768,101000
2012,"NY",36,16,728126,88440,78744,86582,92705,115877,58320,127862,79596
2012,"NY",36,17,732626,140673,108773,139121,126882,77125,31613,71261,37178
2012,"NY",36,18,717264,161094,120278,151163,137695,50743,20802,52784,22705
2012,"NY",36,19,712305,161574,156053,153679,165235,28825,10789,25564,10586
2012,"NY",36,20,723814,157563,127157,158315,147001,49056,15396,51122,18204
2012,"NY",36,21,720703,189938,143190,176176,155996,27969,7602,14787,5045
2012,"NY",36,22,713911,173614,144448,167768,160226,26837,7875,25206,7937
2012,"NY",36,23,717153,182174,143442,175590,158337,24690,6958,19975,5987
2012,"NY",36,24,712871,163002,132673,162754,150060,39989,13037,36985,14371
2012,"NY",36,25,722261,147208,117342,144425,136792,62318,21785,65238,27153
2012,"NY",36,26,712523,138493,113717,133182,135354,66966,23968,68915,31928
2012,"NY",36,27,719387,175075,154748,171293,172267,17669,8421,14314,5600
2012,"NC",37,1,733833,79867,59811,76362,71151,138628,70691,143415,93908
2012,"NC",37,2,766976,171680,104618,166223,116979,70189,28338,75152,33797
2012,"NC",37,3,747569,176196,106396,157222,120624,66376,26325,60591,33839
2012,"NC",37,4,759828,137388,66420,134304,78820,117867,41543,128809,54677
2012,"NC",37,5,741095,166162,130869,163812,150189,44441,18326,45000,22296
2012,"NC",37,6,741006,148378,131304,148814,148954,55901,24183,53800,29672
2012,"NC",37,7,748939,148600,122031,146701,137867,64388,32531,61897,34924
2012,"NC",37,8,741884,147270,107643,139823,119801,78609,31881,76421,40436
2012,"NC",37,9,760982,179659,114942,177077,128169,56664,17258,63335,23878
2012,"NC",37,10,741547,162556,133527,159327,153921,45500,18165,46994,21557
2012,"NC",37,11,735269,168370,157622,159769,180627,26910,9905,20753,11313
2012,"NC",37,12,775088,98635,47744,92066,53147,164911,62118,179302,77165
2012,"NC",37,13,758057,163457,119308,155164,130075,64651,24295,69418,31689
2012,"ND",38,0,699628,188586,129901,170406,137299,31565,7539,27503,6829
2012,"OH",39,1,731181,158155,102937,150567,118002,64704,28779,72812,35225
2012,"OH",39,2,713709,171844,132755,172346,148698,30453,12759,28967,15887
2012,"OH",39,3,733584,139689,70706,130935,82112,108333,37893,116441,47475
2012,"OH",39,4,718059,181278,140906,179484,153019,25271,10369,19361,8371
2012,"OH",39,5,726090,187748,139867,184956,158423,20849,7442,19018,7787
2012,"OH",39,6,716828,181148,154417,177724,171305,13242,5266,8529,5197
2012,"OH",39,7,726927,188181,143524,182902,162744,18474,6614,16689,7799
2012,"OH",39,8,724285,184324,133044,179359,148689,29166,9194,29020,11489
2012,"OH",39,9,709603,147178,113746,141701,132644,58435,21591,65821,28487
2012,"OH",39,10,721777,154944,117819,150229,135747,51920,23889,55382,31847
2012,"OH",39,11,698259,73842,63553,71876,73255,122745,67217,135508,90263
2012,"OH",39,12,738859,190354,131779,185788,149627,32802,10585,27313,10611
2012,"OH",39,13,716143,162038,131791,157670,151919,38861,16140,38344,19380
2012,"OH",39,14,720576,170019,152716,166446,169131,21579,9066,21062,10557
2012,"OH",39,15,726053,200382,129991,189041,142897,26787,9400,21375,6180
2012,"OH",39,16,722292,175925,152333,173319,175534,17607,6269,14547,6758
2012,"OK",40,1,764074,161880,110932,158482,128427,74785,24711,75011,29846
2012,"OK",40,2,748575,130599,120059,124035,130695,88445,34403,81631,38708
2012,"OK",40,3,759066,173440,128468,166993,138545,59173,20931,50317,21199
2012,"OK",40,4,771753,184008,115169,171151,129086,65662,20137,61909,24631
2012,"OK",40,5,771352,158310,103269,153565,118499,85675,29751,86553,35730
2012,"OR",41,1,789881,184958,126821,180938,141210,63331,15500,59040,18083
2012,"OR",41,2,774864,185705,160218,178331,174554,28758,10482,26803,10013
2012,"OR",41,3,788710,193884,119647,188137,131347,57749,20824,54954,22168
2012,"OR",41,4,769897,183811,158006,175372,174728,31458,8411,27136,10975
2012,"OR",41,5,776001,183016,142842,177086,160980,45022,12346,40259,14450
2012,"PA",42,1,710941,107375,61823,97899,76577,122898,47199,135310,61860
2012,"PA",42,2,712760,70416,36460,69975,41225,148920,74739,161467,109558
2012,"PA",42,3,703111,169303,146341,167260,163084,23209,6297,20310,7307
2012,"PA",42,4,712526,164009,135755,161048,149936,40818,11155,36755,13050
2012,"PA",42,5,704058,185270,145926,172295,157220,22897,4200,12996,3254
2012,"PA",42,6,720487,173060,136527,171940,154200,29492,10510,32152,12606
2012,"PA",42,7,717111,171022,139979,161738,159688,29641,13349,28277,13417
2012,"PA",42,8,710932,164903,145426,162094,161039,26713,11914,26870,11973
2012,"PA",42,9,708137,177886,148128,173985,168507,15538,5470,13683,4940
2012,"PA",42,10,707613,174539,153290,168317,167353,18188,5967,14386,5573
2012,"PA",42,11,702158,161529,143085,159894,164788,28591,10827,22293,11151
2012,"PA",42,12,700573,165360,153962,155349,179239,17251,7224,15903,6285
2012,"PA",42,13,715961,122586,102897,123907,119512,87106,31166,90295,38492
2012,"PA",42,14,711042,137942,113271,131195,132931,63650,25930,69619,36504
2012,"PA",42,15,707651,160205,132182,160316,150486,41659,10838,38691,13274
2012,"PA",42,16,707348,166005,120168,163347,138756,45271,14369,45827,13605
2012,"PA",42,17,707168,161716,143040,156336,163630,32068,10385,29491,10502
2012,"PA",42,18,703959,162243,155586,161580,180958,18440,6229,13707,5216
2012,"RI",44,1,533705,113529,88862,112942,105482,43238,13304,41084,15264
2012,"RI",44,2,516587,112203,96756,114510,113613,29841,9102,29410,11152
2012,"SC",45,1,699487,144078,105387,144189,119206,59479,26708,67257,33183
2012,"SC",45,2,670436,132198,99815,127009,115281,69301,26221,66689,33922
2012,"SC",45,3,665638,143536,110974,136416,123960,49108,23563,49879,28202
2012,"SC",45,4,673673,140462,102923,140049,117607,59885,22944,60201,29602
2012,"SC",45,5,675124,128702,98584,126785,108451,69249,30560,72706,40087
2012,"SC",45,6,667790,81567,53419,68440,54565,131515,63071,131922,83291
2012,"SC",45,7,671575,111586,103084,110008,117563,73598,34264,75997,45475
2012,"SD",46,0,833354,204201,152394,191885,163082,49699,11509,47789,12795
2012,"TN",47,1,711525,179075,148416,176584,169293,14003,5835,12346,5973
2012,"TN",47,2,714622,177557,131960,176452,151995,27674,9656,27126,12202
2012,"TN",47,3,711391,164625,132036,160719,149046,34631,15560,34724,20050
2012,"TN",47,4,720979,186333,120341,183160,136179,36088,10428,34346,14104
2012,"TN",47,5,725673,143032,86929,139380,101259,89585,31701,95688,38099
2012,"TN",47,6,725397,184749,142554,182254,157389,19978,7518,21040,9915
2012,"TN",47,7,723286,180789,121538,174280,133640,41937,14250,39109,17743
2012,"TN",47,8,705353,149000,115316,146083,131673,55045,23750,53592,30894
2012,"TN",47,9,718017,60876,41598,53102,47352,172013,68380,184931,89765
2012,"TX",48,1,710704,158038,110124,156822,120565,55456,23911,57013,28775
2012,"TX",48,2,744871,177459,98869,164464,101569,77837,24510,71667,28496
2012,"TX",48,3,747284,170302,99329,163820,108290,76724,24456,77484,26879
2012,"TX",48,4,705523,159475,123194,162294,135735,42531,17998,42588,21708
2012,"TX",48,5,711115,161634,102847,159001,113313,69641,20690,62998,20991
2012,"TX",48,6,720861,157968,93413,155622,100970,75485,25676,78166,33561
2012,"TX",48,7,717354,154305,91612,148554,102367,82057,25108,82592,30759
2012,"TX",48,8,743782,194882,121448,177934,126623,47461,15818,43635,15981
2012,"TX",48,9,738924,108210,39625,95752,43319,154271,64756,154293,78698
2012,"TX",48,10,708122,174082,108619,163368,111866,53031,18141,57265,21750
2012,"TX",48,11,718201,191687,124402,183168,137498,32619,11926,23722,13179
2012,"TX",48,12,728142,181924,109212,175607,122211,50509,17739,52774,18166
2012,"TX",48,13,703835,187700,118475,175747,127806,38421,11895,30772,13019
2012,"TX",48,14,705051,150935,105294,141549,106945,66818,34018,63829,35663
2012,"TX",48,15,719557,228601,89332,227601,102072,27639,9607,22855,11850
2012,"TX",48,16,722987,196732,91376,198755,112755,48903,16025,40222,18219
2012,"TX",48,17,715138,179248,89268,170546,101698,63505,23270,60583,27020
2012,"TX",48,18,732701,123674,46859,112821,48986,137256,56039,137782,69284
2012,"TX",48,19,707772,187486,106623,170774,115820,52491,14988,42238,17352
2012,"TX",48,20,722751,179887,85345,180583,103942,63795,22957,59700,26542
2012,"TX",48,21,733779,187345,124511,184511,142146,36291,10388,34244,14343
2012,"TX",48,22,750796,153508,83566,146390,90505,94245,37853,101318,43411
2012,"TX",48,23,717598,206616,99988,186896,109987,43697,16513,35215,18686
2012,"TX",48,24,732439,150551,95362,147180,106741,83716,26791,93266,28832
2012,"TX",48,25,730018,186791,113889,187330,122162,43172,13918,47058,15698
2012,"TX",48,26,750127,201007,99802,200635,107903,54587,15065,55507,15621
2012,"TX",48,27,709879,177606,118122,169493,130137,35858,20530,35671,22462
2012,"TX",48,28,732432,222447,87972,219310,101584,34182,14692,34945,17300
2012,"TX",48,29,695573,182133,66409,171469,69316,73632,26955,74436,31223
2012,"TX",48,30,727909,109629,49382,101462,49257,138790,59732,143383,76274
2012,"TX",48,31,739975,190078,95760,183924,107779,63127,18724,57655,22928
2012,"TX",48,32,733807,141352,93377,135989,103790,99937,30533,96329,32500
2012,"TX",48,33,703750,183906,64417,164632,65548,77672,31200,79326,37049
2012,"TX",48,34,716416,209794,100670,210879,116339,29048,12268,24887,12531
2012,"TX",48,35,745662,189712,76395,184927,83978,76371,29980,74984,29315
2012,"TX",48,36,714368,168993,117262,164800,122192,50651,21275,47295,21900
2012,"UT",49,1,711806,223897,95016,215401,100430,30590,7651,30864,7957
2012,"UT",49,2,703528,202962,101053,194416,108260,39903,10177,37543,9214
2012,"UT",49,3,711258,233120,91363,226733,97714,23919,6147,25804,6458
2012,"UT",49,4,728695,229078,87375,214125,93965,45055,7722,42430,8945
2012,"VT",50,0,626011,158502,135414,153652,147684,11786,3482,10847,4644
2012,"VA",51,1,747797,159680,114533,155778,121544,65728,29971,66780,33783
2012,"VA",51,2,721969,149123,93225,132572,106621,85046,31382,81957,42043
2012,"VA",51,3,751694,91665,48598,77457,51744,152284,70379,163749,95818
2012,"VA",51,4,741349,129693,97636,123470,105293,93282,45086,91741,55148
2012,"VA",51,5,726296,138515,124625,140678,138757,57358,30377,57086,38900
2012,"VA",51,6,737755,169360,132020,169160,151113,40559,15792,40502,19249
2012,"VA",51,7,738355,158765,118992,154309,138604,54569,24009,60402,28705
2012,"VA",51,8,767596,157876,86189,151162,95565,96674,35971,99636,44523
2012,"VA",51,9,723791,180076,146120,169135,165833,24982,8666,19705,9274
2012,"VA",51,10,758321,162892,111888,162085,118067,71926,28736,71881,30846
2012,"VA",51,11,770944,141998,92168,131528,94955,106583,40048,113907,49757
